,text,token
21,Last login: Sun Oct 14 13:05:37 on ttys000,"['Last', 'login', ':', 'Sun', 'Oct', '14', '13', ':', '05', ':', '37', 'on', 'ttys000']"
22,derek-etnyres-macbook-pro-2:~ dereketnyre$ dev_appserver.py myapp/,"['derek', '-', 'etnyres', '-', 'macbook', '-', 'pro', '-', '2', ':', 'dereketnyre', '$', 'dev_appserver', '.', 'py', 'myapp']"
23,"WARNING  2012-10-14 18:19:54,239 rdbms_mysqldb.py:74] The rdbms API is not available because the MySQLdb library could not be loaded.","['WARNING', '2012', '-', '10', '-', '14', '18', ':', '19', ':', '54', ',', '239', 'rdbms_mysqldb', '.', 'py', ':', '74', ']', 'The', 'rdbms', 'API', 'is', 'not', 'available', 'because', 'the', 'MySQLdb', 'library', 'could', 'not', 'be', 'loaded', '.']"
24,Warning: You are using a Python runtime (2.7) that is more recent than the production runtime environment (2.5). Your application may use features that are not available in the production environment and may not work correctly when deployed to production.,"['Warning', ':', 'You', 'are', 'using', 'a', 'Python', 'runtime', '(', '2', '.', '7', ')', 'that', 'is', 'more', 'recent', 'than', 'the', 'production', 'runtime', 'environment', '(', '2', '.', '5', ').', 'Your', 'application', 'may', 'use', 'features', 'that', 'are', 'not', 'available', 'in', 'the', 'production', 'environment', 'and', 'may', 'not', 'work', 'correctly', 'when', 'deployed', 'to', 'production', '.']"
25,"CRITICAL 2012-10-14 18:19:54,686 appcfg.py:562] The api_version specified in app.yaml (go1) is not supported by this release of the SDK.  The supported api_versions are ['1'].","['CRITICAL', '2012', '-', '10', '-', '14', '18', ':', '19', ':', '54', ',', '686', 'appcfg', '.', 'py', ':', '562', ']', 'The', 'api_version', 'specified', 'in', 'app.yaml (go1)', 'is', 'not', 'supported', 'by', 'this', 'release', 'of', 'the', 'SDK', '.', 'The', 'supported', 'api_versions', 'are', '[', '1', '].']"
26,"

==========

Update

Changed the api_version to be 1 ( api_version: 1) and it did help.  Still gives error message but the server starts.

It now says:

","['==========', 'Update', 'Changed', 'the', 'api_version', 'to', 'be', '1', '(', 'api_version:', '1)', 'and', 'it', 'did', 'help.', 'Still', 'gives', 'error', 'message', 'but', 'the', 'server', 'starts.', 'It', 'now', 'says:']"
27,derek-etnyres-macbook-pro-2:~ dereketnyre$ dev_appserver.py myapp/,"['derek', '-', 'etnyres', '-', 'macbook', '-', 'pro', '-', '2', ':', 'dereketnyre', '$', 'dev_appserver', '.', 'py', 'myapp']"
28,"WARNING  2012-10-14 21:03:14,910 rdbms_mysqldb.py:74] The rdbms API is not available because the MySQLdb library could not be loaded.","['WARNING', '2012', '-', '10', '-', '14', '21', ':', '03', ':', '14', ',', '910', 'rdbms_mysqldb', '.', 'py', ':', '74', ']', 'The', 'rdbms', 'API', 'is', 'not', 'available', 'because', 'the', 'MySQLdb', 'library', 'could', 'not', 'be', 'loaded', '.']"
29,Warning: You are using a Python runtime (2.7) that is more recent than the production runtime environment (2.5). Your application may use features that are not available in the production environment and may not work correctly when deployed to production.,"['Warning', ':', 'You', 'are', 'using', 'a', 'Python', 'runtime', '(', '2', '.', '7', ')', 'that', 'is', 'more', 'recent', 'than', 'the', 'production', 'runtime', 'environment', '(', '2', '.', '5', ').', 'Your', 'application', 'may', 'use', 'features', 'that', 'are', 'not', 'available', 'in', 'the', 'production', 'environment', 'and', 'may', 'not', 'work', 'correctly', 'when', 'deployed', 'to', 'production', '.']"
30,"INFO     2012-10-14 21:03:15,324 appcfg.py:585] Checking for updates to the SDK.","['INFO', '2012', '-', '10', '-', '14', '21', ':', '03', ':', '15', ',', '324', 'appcfg', '.', 'py', ':', '585', ']', 'Checking', 'for', 'updates', 'to', 'the', 'SDK', '.']"
31,"INFO     2012-10-14 21:03:15,551 appcfg.py:603] The SDK is up to date.","['INFO', '2012', '-', '10', '-', '14', '21', ':', '03', ':', '15', ',', '551', 'appcfg', '.', 'py', ':', '603', ']', 'The', 'SDK', 'is', 'up', 'to', 'date', '.']"
32,"WARNING  2012-10-14 21:03:15,551 datastore_file_stub.py:518] Could not read datastore data from /var/folders/s0/095xdtkd3cgbjp73tpxx309r0000gn/T/dev_appserver.datastore","['WARNING', '2012', '-', '10', '-', '14', '21', ':', '03', ':', '15', ',', '551', 'datastore_file_stub', '.', 'py', ':', '518', ']', 'Could', 'not', 'read', 'datastore', 'data', 'from', 'var', 'folders', 's0', '095', 'xdtkd3cgbjp73tpxx309r0000gn', 'T', 'dev_appserver', '.', 'datastore']"
33,"WARNING  2012-10-14 21:03:15,552 simple_search_stub.py:949] Could not read search indexes from /var/folders/s0/095xdtkd3cgbjp73tpxx309r0000gn/T/dev_appserver.searchindexes","['WARNING', '2012', '-', '10', '-', '14', '21', ':', '03', ':', '15', ',', '552', 'simple_search_stub', '.', 'py', ':', '949', ']', 'Could', 'not', 'read', 'search', 'indexes', 'from', 'var', 'folders', 's0', '095', 'xdtkd3cgbjp73tpxx309r0000gn', 'T', 'dev_appserver', '.', 'searchindexes']"
34,"WARNING  2012-10-14 21:03:15,562 dev_appserver.py:3621] Could not initialize images API; you are likely missing the Python ""PIL"" module. ImportError: No module named _imaging","['WARNING', '2012', '-', '10', '-', '14', '21', ':', '03', ':', '15', ',', '562', 'dev_appserver', '.', 'py', ':', '3621', ']', 'Could', 'not', 'initialize', 'images', 'API', ';', 'you', 'are', 'likely', 'missing', 'the', 'Python', '""PIL""', 'module', '.', 'ImportError', ':', 'No', 'module', 'named', '_imaging']"
35,"INFO     2012-10-14 21:03:15,570 dev_appserver_multiprocess.py:655] Running application dev~helloworld on port 8080: http://localhost:8080","['INFO', '2012', '-', '10', '-', '14', '21', ':', '03', ':', '15', ',', '570', 'dev_appserver_multiprocess', '.', 'py', ':', '655', ']', 'Running', 'application', 'dev', 'helloworld', 'on', 'port', '8080', ':', 'http', ':', '//localhost:8080']"
36,"INFO     2012-10-14 21:03:15,570 dev_appserver_multiprocess.py:657] Admin console is available at: http://localhost:8080/_ah/admin","['INFO', '2012', '-', '10', '-', '14', '21', ':', '03', ':', '15', ',', '570', 'dev_appserver_multiprocess', '.', 'py', ':', '657', ']', 'Admin', 'console', 'is', 'available', 'at', ':', 'http', ':', '//localhost:8080/_ah/admin']"
37,"

When I go to localhost:8080 using Safari - does not display hello word - gives a screen full of python script exceptions.

At the very bottom it says:

","['When', 'I', 'go', 'to', 'localhost:8080', 'using', 'Safari', '-', 'does', 'not', 'display', 'hello', 'word', '-', 'gives', 'a', 'screen', 'full', 'of', 'python', 'script', 'exceptions.', 'At', 'the', 'very', 'bottom', 'it', 'says:']"
38,: no goroot found at /Applications/GoogleAppEngineLauncher.app/Contents/Resources/GoogleAppEngine-default.bundle/Contents/Resources/google_appengine/goroot ,"[':', 'no', 'go', 'root', 'found', 'at', 'Applications', 'GoogleAppEngineLauncher', '.', 'app', 'Contents', 'Resources', 'GoogleAppEngine', '-', 'default', '.', 'bundle', 'Contents', 'Resources', 'go', 'ogle_appengine', 'go', 'root']"
39,"      args = ('no goroot found at /Applications/GoogleAppEngine...bundle/Contents/Resources/google_appengine/goroot',) ","['args', '=', '(', 'no', 'go', 'root', 'found', 'at', 'Applications', 'GoogleAppEngine', '...', 'bundle', 'Contents', 'Resources', 'go', 'ogle_appengine', 'go', 'root', ',)']"
40,      message = 'no goroot found at /Applications/GoogleAppEngine...bundle/Contents/Resources/google_appengine/goroot',"['message', '=', 'no', 'go', 'root', 'found', 'at', 'Applications', 'GoogleAppEngine', '...', 'bundle', 'Contents', 'Resources', 'go', 'ogle_appengine', 'go', 'root']"
41,"

Looks like the path is not set correctly?

The full text of the python errors is:

","['Looks', 'like', 'the', 'path', 'is', 'not', 'set', 'correctly?', 'The', 'full', 'text', 'of', 'the', 'python', 'errors', 'is:']"
42,pe 'exceptions.AttributeError'> Python 2.7.2: /usr/bin/python,"['pe', 'exceptions', '.', 'AttributeError', '>', 'Python', '2', '.', '7', '.', '2', ':', 'usr', 'bin', 'python']"
43,Sun Oct 14 21:29:05 2012,"['Sun', 'Oct', '14', '21', ':', '29', ':', '05', '2012']"
44,"A problem occurred in a Python script. Here is the sequence of function calls leading up to the error, in the order they occurred.","['A', 'problem', 'occurred', 'in', 'a', 'Python', 'script', '.', 'Here', 'is', 'the', 'sequence', 'of', 'func', 'tion', 'calls', 'leading', 'up', 'to', 'the', 'error', ',', 'in', 'the', 'order', 'they', 'occurred', '.']"
45, /Applications/GoogleAppEngineLauncher.app/Contents/Resources/GoogleAppEngine-default.bundle/Contents/Resources/google_appengine/google/appengine/tools/dev_appserver.py in _HandleRequest(self=),"['Applications', 'GoogleAppEngineLauncher', '.', 'app', 'Contents', 'Resources', 'GoogleAppEngine', '-', 'default', '.', 'bundle', 'Contents', 'Resources', 'go', 'ogle_appengine', 'go', 'ogle', 'appengine', 'tools', 'dev_appserver', '.', 'py', 'in', '_HandleRequest', '(', 'self', '=)']"
46,   2952         outfile = cStringIO.StringIO(),"['2952', 'outfile', '=', 'cStringIO.StringIO()']"
47,   2953         try:,"['2953', 'try', ':']"
48,"=> 2954           self._Dispatch(dispatcher, self.rfile, outfile, env_dict)","['=>', '2954', 'self._Dispatch(dispatcher, self.rfile, outfile, env_dict)']"
49,   2955         finally:,"['2955', 'finally', ':']"
50,   2956           self.module_manager.UpdateModuleFileModificationTimes(),"['2956', 'self', '.', 'module_manager.UpdateModuleFileModificationTimes()']"
51,"self = , self._Dispatch = >, dispatcher = , self.rfile = , outfile = , env_dict = {'APPENGINE_RUNTIME': 'go', 'APPLICATION_ID': 'dev~helloworld', 'CURRENT_VERSION_ID': '1.1', 'DEFAULT_VERSION_HOSTNAME': 'localhost:8080', 'REMOTE_ADDR': '127.0.0.1', 'REQUEST_ID_HASH': 'C1DFD96E', 'REQUEST_METHOD': 'GET', 'SDK_VERSION': '1.7.2', 'SERVER_NAME': 'localhost', 'SERVER_PORT': '8080', ...}","['self', '=', ',', 'self', '.', '_Dispatch', '=', '>,', 'dispatcher', '=', ',', 'self', '.', 'rfile', '=', ',', 'outfile', '=', ',', 'env_dict', '=', '{', 'APPENGINE_RUNTIME', ':', 'go', ',', 'APPLICATION_ID', ':', 'dev', 'helloworld', ',', 'CURRENT_VERSION_ID', ':', '1', '.', '1', ',', 'DEFAULT_VERSION_HOSTNAME', ':', 'localhost', ':', '8080', ',', 'REMOTE_ADDR', ':', '127', '.', '0', '.', '0', '.', '1', ',', 'REQUEST_ID_HASH', ':', 'C1DFD96E', ',', 'REQUEST_METHOD', ':', 'GET', ',', 'SDK_VERSION', ':', '1', '.', '7', '.', '2', ',', 'SERVER_NAME', ':', 'localhost', ',', 'SERVER_PORT', ':', '8080', ',', '...}']"
52," /Applications/GoogleAppEngineLauncher.app/Contents/Resources/GoogleAppEngine-default.bundle/Contents/Resources/google_appengine/google/appengine/tools/dev_appserver.py in _Dispatch(self=, dispatcher=, socket_infile=, outfile=, env_dict={'APPENGINE_RUNTIME': 'go', 'APPLICATION_ID': 'dev~helloworld', 'CURRENT_VERSION_ID': '1.1', 'DEFAULT_VERSION_HOSTNAME': 'localhost:8080', 'REMOTE_ADDR': '127.0.0.1', 'REQUEST_ID_HASH': 'C1DFD96E', 'REQUEST_METHOD': 'GET', 'SDK_VERSION': '1.7.2', 'SERVER_NAME': 'localhost', 'SERVER_PORT': '8080', ...})","['Applications', 'GoogleAppEngineLauncher', '.', 'app', 'Contents', 'Resources', 'GoogleAppEngine', '-', 'default', '.', 'bundle', 'Contents', 'Resources', 'go', 'ogle_appengine', 'go', 'ogle', 'appengine', 'tools', 'dev_appserver', '.', 'py', 'in', '_Dispatch', '(', 'self', '=,', 'dispatcher', '=,', 'socket_infile', '=,', 'outfile', '=,', 'env_dict', '={', 'APPENGINE_RUNTIME', ':', 'go', ',', 'APPLICATION_ID', ':', 'dev', 'helloworld', ',', 'CURRENT_VERSION_ID', ':', '1', '.', '1', ',', 'DEFAULT_VERSION_HOSTNAME', ':', 'localhost', ':', '8080', ',', 'REMOTE_ADDR', ':', '127', '.', '0', '.', '0', '.', '1', ',', 'REQUEST_ID_HASH', ':', 'C1DFD96E', ',', 'REQUEST_METHOD', ':', 'GET', ',', 'SDK_VERSION', ':', '1', '.', '7', '.', '2', ',', 'SERVER_NAME', ':', 'localhost', ',', 'SERVER_PORT', ':', '8080', ',', '...})']"
53,"   2822           dispatcher.Dispatch(app_server_request,","['2822', 'dispatcher', '.', 'Dispatch', '(', 'app_server_request', ',']"
54,"   2823                               outfile,","['2823', 'outfile', ',']"
55,=> 2824                               base_env_dict=env_dict),"['=>', '2824', 'base_env_dict', '=', 'env_dict', ')']"
56,   2825         finally:,"['2825', 'finally', ':']"
57,   2826           request_file.close(),"['2826', 'request_file.close()']"
58,"base_env_dict undefined, env_dict = {'APPENGINE_RUNTIME': 'go', 'APPLICATION_ID': 'dev~helloworld', 'CURRENT_VERSION_ID': '1.1', 'DEFAULT_VERSION_HOSTNAME': 'localhost:8080', 'REMOTE_ADDR': '127.0.0.1', 'REQUEST_ID_HASH': 'C1DFD96E', 'REQUEST_METHOD': 'GET', 'SDK_VERSION': '1.7.2', 'SERVER_NAME': 'localhost', 'SERVER_PORT': '8080', ...}","['base_env_dict', 'undefined', ',', 'env_dict', '=', '{', 'APPENGINE_RUNTIME', ':', 'go', ',', 'APPLICATION_ID', ':', 'dev', 'helloworld', ',', 'CURRENT_VERSION_ID', ':', '1', '.', '1', ',', 'DEFAULT_VERSION_HOSTNAME', ':', 'localhost', ':', '8080', ',', 'REMOTE_ADDR', ':', '127', '.', '0', '.', '0', '.', '1', ',', 'REQUEST_ID_HASH', ':', 'C1DFD96E', ',', 'REQUEST_METHOD', ':', 'GET', ',', 'SDK_VERSION', ':', '1', '.', '7', '.', '2', ',', 'SERVER_NAME', ':', 'localhost', ',', 'SERVER_PORT', ':', '8080', ',', '...}']"
59," /Applications/GoogleAppEngineLauncher.app/Contents/Resources/GoogleAppEngine-default.bundle/Contents/Resources/google_appengine/google/appengine/tools/dev_appserver.py in Dispatch(self=, request= force_admin: False>, outfile=, base_env_dict={'APPENGINE_RUNTIME': 'go', 'APPLICATION_ID': 'dev~helloworld', 'CURRENT_VERSION_ID': '1.1', 'DEFAULT_VERSION_HOSTNAME': 'localhost:8080', 'REMOTE_ADDR': '127.0.0.1', 'REQUEST_ID_HASH': 'C1DFD96E', 'REQUEST_METHOD': 'GET', 'SDK_VERSION': '1.7.2', 'SERVER_NAME': 'localhost', 'SERVER_PORT': '8080', ...})","['Applications', 'GoogleAppEngineLauncher', '.', 'app', 'Contents', 'Resources', 'GoogleAppEngine', '-', 'default', '.', 'bundle', 'Contents', 'Resources', 'go', 'ogle_appengine', 'go', 'ogle', 'appengine', 'tools', 'dev_appserver', '.', 'py', 'in', 'Dispatch', '(', 'self', '=,', 'request', '=', 'for', 'ce_admin', ':', 'False', '>,', 'outfile', '=,', 'base_env_dict', '={', 'APPENGINE_RUNTIME', ':', 'go', ',', 'APPLICATION_ID', ':', 'dev', 'helloworld', ',', 'CURRENT_VERSION_ID', ':', '1', '.', '1', ',', 'DEFAULT_VERSION_HOSTNAME', ':', 'localhost', ':', '8080', ',', 'REMOTE_ADDR', ':', '127', '.', '0', '.', '0', '.', '1', ',', 'REQUEST_ID_HASH', ':', 'C1DFD96E', ',', 'REQUEST_METHOD', ':', 'GET', ',', 'SDK_VERSION', ':', '1', '.', '7', '.', '2', ',', 'SERVER_NAME', ':', 'localhost', ',', 'SERVER_PORT', ':', '8080', ',', '...})']"
60,"    705         forward_request = dispatcher.Dispatch(request,","['705', 'for', 'ward_request', '=', 'dispatcher', '.', 'Dispatch', '(', 'request', ',']"
61,"    706                                               outfile,","['706', 'outfile', ',']"
62,=>  707                                               base_env_dict=base_env_dict),"['=>', '707', 'base_env_dict', '=', 'base_env_dict', ')']"
63,    708 ,['708']
64,    709         while forward_request:,"['709', 'while', 'for', 'ward_request', ':']"
65,"base_env_dict = {'APPENGINE_RUNTIME': 'go', 'APPLICATION_ID': 'dev~helloworld', 'CURRENT_VERSION_ID': '1.1', 'DEFAULT_VERSION_HOSTNAME': 'localhost:8080', 'REMOTE_ADDR': '127.0.0.1', 'REQUEST_ID_HASH': 'C1DFD96E', 'REQUEST_METHOD': 'GET', 'SDK_VERSION': '1.7.2', 'SERVER_NAME': 'localhost', 'SERVER_PORT': '8080', ...}","['base_env_dict', '=', '{', 'APPENGINE_RUNTIME', ':', 'go', ',', 'APPLICATION_ID', ':', 'dev', 'helloworld', ',', 'CURRENT_VERSION_ID', ':', '1', '.', '1', ',', 'DEFAULT_VERSION_HOSTNAME', ':', 'localhost', ':', '8080', ',', 'REMOTE_ADDR', ':', '127', '.', '0', '.', '0', '.', '1', ',', 'REQUEST_ID_HASH', ':', 'C1DFD96E', ',', 'REQUEST_METHOD', ':', 'GET', ',', 'SDK_VERSION', ':', '1', '.', '7', '.', '2', ',', 'SERVER_NAME', ':', 'localhost', ',', 'SERVER_PORT', ':', '8080', ',', '...}']"
66," /Applications/GoogleAppEngineLauncher.app/Contents/Resources/GoogleAppEngine-default.bundle/Contents/Resources/google_appengine/google/appengine/tools/dev_appserver.py in Dispatch(self=, request= force_admin: False>, outfile=, base_env_dict={'APPENGINE_RUNTIME': 'go', 'APPLICATION_ID': 'dev~helloworld', 'CURRENT_VERSION_ID': '1.1', 'DEFAULT_VERSION_HOSTNAME': 'localhost:8080', 'REMOTE_ADDR': '127.0.0.1', 'REQUEST_ID_HASH': 'C1DFD96E', 'REQUEST_METHOD': 'GET', 'SDK_VERSION': '1.7.2', 'SERVER_NAME': 'localhost', 'SERVER_PORT': '8080', ...})","['Applications', 'GoogleAppEngineLauncher', '.', 'app', 'Contents', 'Resources', 'GoogleAppEngine', '-', 'default', '.', 'bundle', 'Contents', 'Resources', 'go', 'ogle_appengine', 'go', 'ogle', 'appengine', 'tools', 'dev_appserver', '.', 'py', 'in', 'Dispatch', '(', 'self', '=,', 'request', '=', 'for', 'ce_admin', ':', 'False', '>,', 'outfile', '=,', 'base_env_dict', '={', 'APPENGINE_RUNTIME', ':', 'go', ',', 'APPLICATION_ID', ':', 'dev', 'helloworld', ',', 'CURRENT_VERSION_ID', ':', '1', '.', '1', ',', 'DEFAULT_VERSION_HOSTNAME', ':', 'localhost', ':', '8080', ',', 'REMOTE_ADDR', ':', '127', '.', '0', '.', '0', '.', '1', ',', 'REQUEST_ID_HASH', ':', 'C1DFD96E', ',', 'REQUEST_METHOD', ':', 'GET', ',', 'SDK_VERSION', ':', '1', '.', '7', '.', '2', ',', 'SERVER_NAME', ':', 'localhost', ',', 'SERVER_PORT', ':', '8080', ',', '...})']"
67,"   1770                      memory_file,","['1770', 'memory_file', ',']"
68,"   1771                      outfile,","['1771', 'outfile', ',']"
69,=> 1772                      self._module_dict),"['=>', '1772', 'self', '.', '_module_dict', ')']"
70,   1773     finally:,"['1773', 'finally', ':']"
71,   1774       logging.root.level = before_level,"['1774', 'logging', '.', 'root', '.', 'level', '=', 'before_level']"
72,"self = , self._module_dict = {'codecs': , 'email': , 'email.Charset': , 'email.Encoders': , 'email.Errors': , 'email.FeedParser': , 'email.Generator': , 'email.Header': , 'email.Iterators': , 'email.MIMEAudio': , ...}","['self', '=', ',', 'self', '.', '_module_dict', '=', '{', 'codecs', ':', ',', 'email', ':', ',', 'email', '.', 'Charset', ':', ',', 'email', '.', 'Encoders', ':', ',', 'email', '.', 'Errors', ':', ',', 'email', '.', 'FeedParser', ':', ',', 'email', '.', 'Generator', ':', ',', 'email', '.', 'Header', ':', ',', 'email', '.', 'Iterators', ':', ',', 'email', '.', 'MIMEAudio', ':', ',', '...}']"
73," /Applications/GoogleAppEngineLauncher.app/Contents/Resources/GoogleAppEngine-default.bundle/Contents/Resources/google_appengine/google/appengine/tools/dev_appserver.py in ExecuteCGI(config=, root_path='/Users/dereketnyre/myapp', handler_path='_go_app', cgi_path='/Users/dereketnyre/myapp/_go_app', env={'APPENGINE_RUNTIME': 'go', 'APPLICATION_ID': 'dev~helloworld', 'AUTH_DOMAIN': 'gmail.com', 'CONTENT_LENGTH': '', 'CONTENT_TYPE': 'application/x-www-form-urlencoded', 'CURRENT_VERSION_ID': '1.1', 'DEFAULT_VERSION_HOSTNAME': 'localhost:8080', 'GATEWAY_INTERFACE': 'CGI/1.1', 'HTTP_ACCEPT': 'text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8', 'HTTP_ACCEPT_LANGUAGE': 'en-us', ...}, infile=, outfile=, module_dict={'codecs': , 'email': , 'email.Charset': , 'email.Encoders': , 'email.Errors': , 'email.FeedParser': , 'email.Generator': , 'email.Header': , 'email.Iterators': , 'email.MIMEAudio': , ...}, exec_script=, exec_py27_handler=)","['Applications', 'GoogleAppEngineLauncher', '.', 'app', 'Contents', 'Resources', 'GoogleAppEngine', '-', 'default', '.', 'bundle', 'Contents', 'Resources', 'go', 'ogle_appengine', 'go', 'ogle', 'appengine', 'tools', 'dev_appserver', '.', 'py', 'in', 'ExecuteCGI', '(', 'config', '=,', 'root_path', '=', 'Users', 'dereketnyre', 'myapp', ',', 'handler_path', '=', '_go_app', ',', 'cgi_path', '=', 'Users', 'dereketnyre', 'myapp', '_go_app', ',', 'env', '={', 'APPENGINE_RUNTIME', ':', 'go', ',', 'APPLICATION_ID', ':', 'dev', 'helloworld', ',', 'AUTH_DOMAIN', ':', 'gmail', '.', 'com', ',', 'CONTENT_LENGTH', ':', ',', 'CONTENT_TYPE', ':', 'application', 'x', '-', 'www', '-', 'for', 'm', '-', 'urlencoded', ',', 'CURRENT_VERSION_ID', ':', '1', '.', '1', ',', 'DEFAULT_VERSION_HOSTNAME', ':', 'localhost', ':', '8080', ',', 'GATEWAY_INTERFACE', ':', 'CGI', '1', '.', '1', ',', 'HTTP_ACCEPT', ':', 'text', 'html', ',', 'application', 'xhtml', '+', 'xml', ',', 'application', 'xml', ';', 'q', '=', '0', '.', '9', ',*', '*;', 'q', '=', '0', '.', '8', ',', 'HTTP_ACCEPT_LANGUAGE', ':', 'en', '-', 'us', ',', '...},', 'infile', '=,', 'outfile', '=,', 'module_dict', '={', 'codecs', ':', ',', 'email', ':', ',', 'email', '.', 'Charset', ':', ',', 'email', '.', 'Encoders', ':', ',', 'email', '.', 'Errors', ':', ',', 'email', '.', 'FeedParser', ':', ',', 'email', '.', 'Generator', ':', ',', 'email', '.', 'Header', ':', ',', 'email', '.', 'Iterators', ':', ',', 'email', '.', 'MIMEAudio', ':', ',', '...},', 'exec_script', '=,', 'exec_py27_handler', '=)']"
74,   1588     from google.appengine.ext.go import execute_go_cgi,"['1588', 'from', 'go', 'ogle', '.', 'appengine', '.', 'ext', '.', 'go', 'import', 'execute_go_cgi']"
75,"   1589     return execute_go_cgi(root_path, config, handler_path, cgi_path,","['1589', 'return', 'execute_go_cgi', '(', 'root_path', ',', 'config', ',', 'handler_path', ',', 'cgi_path', ',']"
76,"=> 1590         env, infile, outfile)","['=>', '1590', 'env', ',', 'infile', ',', 'outfile', ')']"
77,   1591 ,['1591']
78,   1592 ,['1592']
79,"env = {'APPENGINE_RUNTIME': 'go', 'APPLICATION_ID': 'dev~helloworld', 'AUTH_DOMAIN': 'gmail.com', 'CONTENT_LENGTH': '', 'CONTENT_TYPE': 'application/x-www-form-urlencoded', 'CURRENT_VERSION_ID': '1.1', 'DEFAULT_VERSION_HOSTNAME': 'localhost:8080', 'GATEWAY_INTERFACE': 'CGI/1.1', 'HTTP_ACCEPT': 'text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8', 'HTTP_ACCEPT_LANGUAGE': 'en-us', ...}, infile = , outfile = ","['env', '=', '{', 'APPENGINE_RUNTIME', ':', 'go', ',', 'APPLICATION_ID', ':', 'dev', 'helloworld', ',', 'AUTH_DOMAIN', ':', 'gmail', '.', 'com', ',', 'CONTENT_LENGTH', ':', ',', 'CONTENT_TYPE', ':', 'application', 'x', '-', 'www', '-', 'for', 'm', '-', 'urlencoded', ',', 'CURRENT_VERSION_ID', ':', '1', '.', '1', ',', 'DEFAULT_VERSION_HOSTNAME', ':', 'localhost', ':', '8080', ',', 'GATEWAY_INTERFACE', ':', 'CGI', '1', '.', '1', ',', 'HTTP_ACCEPT', ':', 'text', 'html', ',', 'application', 'xhtml', '+', 'xml', ',', 'application', 'xml', ';', 'q', '=', '0', '.', '9', ',*', '*;', 'q', '=', '0', '.', '8', ',', 'HTTP_ACCEPT_LANGUAGE', ':', 'en', '-', 'us', ',', '...},', 'infile', '=', ',', 'outfile', '=']"
